,tavg,tmin,tmax,prcp,wspd,pres,tsun,mrc
2019-02-01,,-18.4,-4.3,,,,,Matawinie
2019-03-01,,-12.7,1.1,,,,,Matawinie
2019-04-01,,-2.5,7.8,,,,,Matawinie
2019-05-01,,,,,,,,Matawinie
2019-06-01,,8.7,22.7,,,,,Matawinie
2019-07-01,,13.9,27.8,,,,,Matawinie
2019-08-01,,11.2,24.9,,,,,Matawinie
2019-09-01,,7.6,19.0,71.7,,,,Matawinie
2019-10-01,,2.0,12.3,,,,,Matawinie
2019-11-01,,-7.5,0.5,56.8,,,,Matawinie
2019-12-01,,-11.0,-2.4,63.2,,,,Matawinie
2020-01-01,,-13.2,-3.5,79.0,,,,Matawinie
2020-02-01,,-15.9,-2.5,97.0,,,,Matawinie
2020-03-01,,-7.5,3.8,56.0,,,,Matawinie
2020-04-01,,-3.1,8.3,,,,,Matawinie
2020-05-01,,4.2,19.1,,,,,Matawinie
2020-06-01,,10.1,24.9,,,,,Matawinie
2020-07-01,,15.6,28.0,,,,,Matawinie
2020-08-01,,12.4,23.6,142.7,,,,Matawinie
2020-09-01,,6.5,17.7,,,,,Matawinie
2020-10-01,,1.3,10.1,,,,,Matawinie
2020-11-01,,-3.4,5.7,,,,,Matawinie
2020-12-01,,-8.6,-1.4,130.4,,,,Matawinie
2021-01-01,,-11.6,-3.4,44.8,,,,Matawinie
2021-02-01,,-16.7,-2.9,85.8,,,,Matawinie
2021-03-01,,-8.7,3.8,83.7,,,,Matawinie
2021-04-01,,0.5,13.6,,,,,Matawinie
2021-05-01,,5.1,19.4,,,,,Matawinie
2021-06-01,,12.2,25.4,190.2,,,,Matawinie
2021-07-01,,12.8,24.8,73.9,,,,Matawinie
2021-08-01,21.3,15.8,26.9,61.0,9.4,1015.7,,Matawinie
2021-09-01,15.5,9.7,20.3,87.7,10.9,1013.9,,Matawinie
2021-10-01,10.6,5.3,14.9,92.5,9.8,1015.4,,Matawinie
2021-11-01,0.6,-3.9,4.2,73.5,10.6,1015.8,,Matawinie
2021-12-01,-6.5,-11.7,-2.8,95.5,10.9,1015.2,,Matawinie
2022-01-01,-15.2,-22.2,-10.0,56.7,10.4,1018.8,,Matawinie
2022-02-01,-9.9,-17.2,-4.5,75.5,11.9,1020.6,,Matawinie
2022-03-01,,-8.9,1.3,115.8,,,,Matawinie
2022-04-01,3.2,-0.8,9.1,87.9,12.8,1014.7,,Matawinie
2022-05-01,14.0,6.2,21.4,139.0,10.4,1016.5,,Matawinie
2022-06-01,16.8,11.2,22.4,147.0,10.8,1012.0,,Matawinie
2022-07-01,19.9,13.0,26.4,89.8,11.3,1010.9,,Matawinie
2022-08-01,19.5,13.8,25.2,115.6,9.0,1014.7,,Matawinie
2022-09-01,14.5,8.4,19.3,126.6,10.6,1015.0,,Matawinie
2022-10-01,8.9,1.4,14.5,58.4,9.9,1017.0,,Matawinie
2022-11-01,1.9,-2.5,5.9,70.4,10.9,1016.7,,Matawinie
2022-12-01,-4.0,-7.5,-0.9,139.8,13.3,1018.7,,Matawinie
2023-01-01,-6.7,-10.7,-3.3,78.7,11.9,1016.5,,Matawinie
2023-02-01,-9.0,-14.1,-4.2,75.0,13.4,1016.0,,Matawinie
2023-03-01,,,,,,,,Matawinie
2023-04-01,4.6,0.1,10.3,117.2,13.4,1015.7,,Matawinie
2023-05-01,12.1,6.5,17.9,120.6,14.7,1015.5,,Matawinie
2023-06-01,17.8,13.3,22.6,124.8,10.7,1011.6,,Matawinie
2023-07-01,20.7,16.9,25.2,172.4,9.6,1011.3,,Matawinie
2023-08-01,17.8,14.0,22.3,150.2,12.0,1011.6,,Matawinie
2023-09-01,17.2,12.9,22.5,45.8,10.0,1018.1,,Matawinie
2023-10-01,11.1,7.9,14.6,200.7,13.2,1011.9,,Matawinie
2023-11-01,-0.8,-4.1,2.8,48.8,13.2,1017.2,,Matawinie
2023-12-01,-3.7,-7.5,0.0,108.2,11.9,1019.4,,Matawinie
2018-01-01,-11.8,-16.0,-7.6,122.7,16.3,1019.5,,Montcalm
2018-02-01,-8.7,-15.1,-2.1,8.0,,,,Montcalm
2018-03-01,-2.8,-4.8,1.6,33.8,,,,Montcalm
2018-04-01,1.8,-2.1,5.8,132.3,,,,Montcalm
2018-05-01,12.5,5.9,19.1,62.4,13.1,,,Montcalm
2018-06-01,16.3,10.8,21.8,143.0,14.0,,,Montcalm
2018-07-01,20.8,14.3,27.2,73.4,,,,Montcalm
2018-08-01,21.1,15.7,26.4,112.5,9.1,1014.9,,Montcalm
2018-09-01,15.1,10.0,20.3,106.4,10.3,1021.5,,Montcalm
2018-10-01,4.8,1.6,8.1,107.0,15.7,1015.6,,Montcalm
2018-11-01,-3.5,-6.8,-0.2,140.6,18.8,1016.3,,Montcalm
2018-12-01,-7.8,-11.5,-4.1,115.9,11.5,1018.2,,Montcalm
2019-01-01,-12.5,-16.8,-8.2,103.1,16.7,1016.3,,Montcalm
2019-02-01,-12.5,-18.7,-6.2,112.4,19.4,1018.6,,Montcalm
2019-03-01,-5.0,-10.0,0.0,92.6,,,,Montcalm
2019-04-01,2.8,-0.6,6.3,138.4,19.0,1015.0,,Montcalm
2019-05-01,9.2,3.3,15.1,88.5,13.1,1014.8,,Montcalm
2019-06-01,16.2,10.7,21.8,166.5,11.7,1011.7,,Montcalm
2019-07-01,21.6,15.8,27.5,36.4,10.2,1012.4,,Montcalm
2019-08-01,18.9,13.5,24.3,109.7,10.0,1013.3,,Montcalm
2019-09-01,13.2,8.6,17.8,146.9,11.1,1018.3,,Montcalm
2019-10-01,7.7,3.7,11.6,132.4,12.9,1018.6,,Montcalm
2019-11-01,-2.4,-5.6,0.9,71.0,14.1,1016.3,,Montcalm
2019-12-01,-7.1,-11.2,-3.1,79.7,15.4,1016.5,,Montcalm
2020-01-01,-7.7,-10.9,-4.4,97.3,9.5,1018.3,,Montcalm
2020-02-01,-10.1,-17.1,-3.2,63.2,10.7,1014.7,,Montcalm
2020-03-01,-2.7,-7.2,1.7,162.4,,,,Montcalm
2020-04-01,2.9,-1.4,7.1,96.9,11.9,1010.7,,Montcalm
2020-05-01,11.9,6.1,17.8,47.8,9.6,1013.9,,Montcalm
2020-06-01,18.2,12.1,24.3,54.4,9.5,1013.2,,Montcalm
2020-07-01,21.9,17.0,26.8,75.1,8.1,1011.5,,Montcalm
2020-08-01,18.8,13.9,23.7,147.5,11.2,1012.0,,Montcalm
2020-09-01,12.3,6.2,18.5,122.3,7.2,1016.9,,Montcalm
2020-10-01,6.5,2.6,10.5,176.5,7.3,1017.7,,Montcalm
2020-11-01,2.5,-1.7,6.6,80.2,12.6,1017.3,,Montcalm
2020-12-01,-3.2,-6.5,0.0,127.0,13.0,1014.5,,Montcalm
2021-01-01,-6.3,-9.0,-3.5,23.2,13.0,1015.3,,Montcalm
2021-02-01,-7.7,-11.8,-3.6,58.2,13.4,1018.4,,Montcalm
2021-03-01,-1.8,-7.2,3.5,3.6,,,,Montcalm
2021-04-01,6.2,2.5,10.0,36.5,17.2,1011.6,,Montcalm
2021-05-01,12.9,7.5,18.4,65.6,12.5,1016.1,,Montcalm
2021-06-01,19.4,14.1,24.6,168.3,10.2,1011.6,,Montcalm
2021-07-01,19.4,14.4,24.4,134.3,23.1,1013.7,,Montcalm
2021-08-01,22.5,17.6,27.3,39.7,12.3,1015.3,,Montcalm
2021-09-01,15.9,11.1,20.8,134.3,10.0,1013.8,,Montcalm
2021-10-01,11.3,7.8,14.9,67.7,14.0,1015.4,,Montcalm
2021-11-01,1.9,-1.3,5.2,93.9,12.0,1015.3,,Montcalm
2021-12-01,-5.4,-9.2,-1.6,107.1,14.1,1015.0,,Montcalm
2022-01-01,-14.0,-18.9,-9.1,34.9,12.8,1018.0,,Montcalm
2022-02-01,-9.7,-14.4,-4.9,104.6,14.4,1020.4,,Montcalm
2022-03-01,-3.5,-7.0,0.1,107.3,,,,Montcalm
2022-04-01,4.6,1.0,8.2,95.6,14.2,1014.2,,Montcalm
2022-05-01,12.9,7.4,18.3,114.5,13.1,1016.3,,Montcalm
2022-06-01,17.4,12.6,22.3,122.3,11.8,1012.0,,Montcalm
2022-07-01,21.1,15.6,26.5,112.4,11.8,1010.2,,Montcalm
2022-08-01,20.6,15.8,25.3,159.3,10.1,1014.3,,Montcalm
2022-09-01,15.3,10.8,19.9,55.6,11.2,1014.4,,Montcalm
2022-10-01,9.6,4.2,15.0,71.0,10.7,1017.3,,Montcalm
2022-11-01,2.1,-1.9,6.0,112.5,12.7,1016.6,,Montcalm
2022-12-01,-2.4,-5.2,0.3,125.7,16.7,1018.9,,Montcalm
2023-01-01,-5.8,-8.9,-2.7,69.2,13.8,1016.2,,Montcalm
2023-02-01,-9.5,-14.5,-4.4,72.5,13.4,1016.1,,Montcalm
2023-03-01,-1.6,-5.4,2.1,54.6,,,,Montcalm
2023-04-01,5.2,1.4,9.0,70.0,15.9,1016.2,,Montcalm
2023-05-01,12.9,6.9,18.9,50.5,14.4,1014.9,,Montcalm
2023-06-01,17.2,13.4,21.1,109.3,14.2,1011.9,,Montcalm
2023-07-01,21.8,17.7,25.9,226.8,9.7,1011.2,,Montcalm
2023-08-01,18.6,14.2,22.9,230.1,9.8,1011.3,,Montcalm
2023-09-01,17.3,12.7,21.9,126.0,10.1,1017.8,,Montcalm
2023-10-01,12.0,8.0,16.1,110.3,9.6,1011.8,,Montcalm
2023-11-01,0.2,-3.4,3.8,93.6,11.2,1016.8,,Montcalm
2023-12-01,-2.4,-5.3,0.5,82.8,13.2,1019.2,,Montcalm
2018-01-01,-10.6,-15.4,-5.8,98.6,10.5,1020.6,,Argenteuil
2018-02-01,-6.1,-11.1,-1.1,107.1,,,,Argenteuil
2018-03-01,,-4.7,3.0,51.1,,,,Argenteuil
2018-04-01,,-1.4,7.8,85.4,,,,Argenteuil
2018-05-01,,7.9,22.1,70.2,,,,Argenteuil
2018-06-01,,11.7,24.4,101.1,,,,Argenteuil
2018-07-01,,16.4,29.4,,,,,Argenteuil
2018-08-01,,16.2,27.3,108.2,,,,Argenteuil
2018-09-01,,11.5,22.4,120.4,,,,Argenteuil
2018-10-01,,2.7,10.0,,,,,Argenteuil
2018-11-01,-2.5,-4.8,1.7,106.5,,1017.0,,Argenteuil
2018-12-01,-7.4,-10.0,-2.0,,8.4,1018.9,,Argenteuil
2019-01-01,-12.6,-16.7,-6.6,,,,,Argenteuil
2019-02-01,-10.5,-15.2,-3.9,,,,,Argenteuil
2019-03-01,-4.6,-9.3,1.6,,,,,Argenteuil
2019-04-01,3.7,-0.3,9.2,143.1,,,,Argenteuil
2019-05-01,10.8,5.3,16.2,,,,,Argenteuil
2019-06-01,,11.0,23.4,,,,,Argenteuil
2019-07-01,21.0,16.0,28.3,,,1013.0,,Argenteuil
2019-08-01,,13.5,25.4,79.2,,,,Argenteuil
2019-09-01,,9.7,20.3,95.9,,,,Argenteuil
2019-10-01,8.3,4.7,13.6,,,,,Argenteuil
2019-11-01,-2.8,-5.5,1.6,65.4,,,,Argenteuil
2019-12-01,,-8.6,-1.2,,,,,Argenteuil
2020-01-01,-7.5,-10.3,-2.5,,8.8,1018.9,,Argenteuil
2020-02-01,-8.4,-12.3,-1.9,103.6,10.4,1015.3,,Argenteuil
2020-03-01,-1.3,-4.6,4.3,133.4,,,,Argenteuil
2020-04-01,4.1,-0.6,10.0,81.7,11.8,1011.1,,Argenteuil
2020-05-01,12.4,6.6,19.5,37.5,10.6,1015.2,,Argenteuil
2020-06-01,18.0,12.5,25.5,,8.7,,,Argenteuil
2020-07-01,22.3,17.7,29.3,78.2,7.2,1011.9,,Argenteuil
2020-08-01,18.8,14.6,24.8,153.6,7.5,1013.1,,Argenteuil
2020-09-01,13.4,8.7,19.5,77.5,7.6,1017.7,,Argenteuil
2020-10-01,6.9,3.1,12.0,103.4,8.1,,,Argenteuil
2020-11-01,2.8,-0.8,7.5,56.0,10.1,1017.6,,Argenteuil
2020-12-01,-3.7,-6.5,0.2,110.6,9.9,,,Argenteuil
2021-01-01,-8.1,-10.3,-3.3,68.0,8.5,1016.7,,Argenteuil
2021-02-01,-9.2,-13.5,-3.0,93.0,9.6,1019.2,,Argenteuil
2021-03-01,-1.7,-6.4,4.9,72.4,,,,Argenteuil
2021-04-01,8.1,3.0,14.4,83.5,11.2,1012.1,,Argenteuil
2021-05-01,13.0,7.4,20.3,20.1,9.8,1017.0,,Argenteuil
2021-06-01,20.2,14.2,26.4,133.0,9.3,1012.5,,Argenteuil
2021-07-01,18.8,14.9,24.9,112.5,7.3,1014.3,,Argenteuil
2021-08-01,21.6,17.0,27.7,42.5,9.2,1015.7,,Argenteuil
2021-09-01,15.9,11.3,21.4,129.2,10.2,1014.1,,Argenteuil
2021-10-01,11.1,7.5,15.4,136.5,11.1,1015.0,,Argenteuil
2021-11-01,1.0,-2.5,5.4,67.3,10.4,1016.3,,Argenteuil
2021-12-01,-4.7,-8.2,-0.8,99.1,12.2,1015.2,,Argenteuil
2022-01-01,-14.3,-19.8,-8.9,55.0,10.2,1019.0,,Argenteuil
2022-02-01,-8.7,-13.8,-3.2,136.8,11.8,1020.6,,Argenteuil
2022-03-01,-2.7,-6.6,2.3,110.1,,,,Argenteuil
2022-04-01,4.5,0.7,10.5,117.1,13.7,1014.8,,Argenteuil
2022-05-01,14.7,9.1,21.9,125.2,9.6,1016.4,,Argenteuil
2022-06-01,17.0,12.7,23.5,171.5,10.7,1012.3,,Argenteuil
2022-07-01,20.0,14.9,26.6,91.2,10.8,1011.4,,Argenteuil
2022-08-01,19.8,15.2,26.2,107.3,8.9,1014.6,,Argenteuil
2022-09-01,14.8,9.8,19.9,120.3,9.6,1015.2,,Argenteuil
2022-10-01,9.1,3.1,15.4,52.6,9.3,1017.1,,Argenteuil
2022-11-01,2.7,-1.5,6.6,71.5,11.3,1017.3,,Argenteuil
2022-12-01,-2.9,-6.3,0.4,127.2,12.9,1018.5,,Argenteuil
2023-01-01,-6.0,-10.1,-2.4,99.1,12.0,1016.3,,Argenteuil
2023-02-01,-7.7,-12.7,-3.0,76.6,14.2,1016.0,,Argenteuil
2023-03-01,,,,,,,,Argenteuil
2023-04-01,5.6,0.4,11.5,124.5,14.5,1015.5,,Argenteuil
2023-05-01,12.5,6.6,18.4,77.1,14.1,1015.8,,Argenteuil
2023-06-01,18.1,13.5,23.2,113.8,10.7,1011.2,,Argenteuil
2023-07-01,20.8,16.8,25.5,153.7,9.9,1011.3,,Argenteuil
2023-08-01,18.3,14.4,23.0,155.4,11.7,1011.7,,Argenteuil
2023-09-01,17.2,12.9,22.3,46.6,10.9,1018.2,,Argenteuil
2023-10-01,11.1,7.8,14.9,150.0,12.6,1012.3,,Argenteuil
2023-11-01,-0.2,-3.8,3.7,57.6,13.5,1017.6,,Argenteuil
2023-12-01,-2.5,-5.8,0.8,105.3,11.9,1019.1,,Argenteuil
2018-01-01,-10.2,-15.0,-5.3,,,,,Deux-Montagnes
2018-02-01,-5.1,-10.3,0.2,62.2,,,,Deux-Montagnes
2018-03-01,-1.6,-5.3,2.0,42.1,,,,Deux-Montagnes
2018-04-01,,-0.9,6.6,,,,,Deux-Montagnes
2018-05-01,15.1,8.7,21.4,44.9,,,,Deux-Montagnes
2018-06-01,19.2,12.1,23.7,85.6,,,,Deux-Montagnes
2018-07-01,23.4,17.6,29.2,,,,,Deux-Montagnes
2018-08-01,23.2,18.9,27.6,53.7,,,,Deux-Montagnes
2018-09-01,17.2,11.9,22.5,91.6,,,,Deux-Montagnes
2018-10-01,,2.6,9.4,,,,,Deux-Montagnes
2018-11-01,-0.8,-3.8,2.2,115.5,,,,Deux-Montagnes
2018-12-01,-5.8,-10.0,-1.6,87.6,,,,Deux-Montagnes
2019-01-01,-10.9,-15.5,-6.2,,,,,Deux-Montagnes
2019-02-01,-9.0,-14.2,-3.8,71.7,,,,Deux-Montagnes
2019-03-01,-3.5,-8.0,1.0,52.6,,,,Deux-Montagnes
2019-04-01,5.0,0.7,9.3,111.1,,,,Deux-Montagnes
2019-05-01,11.5,6.6,16.4,,,,,Deux-Montagnes
2019-06-01,17.6,11.9,23.3,100.7,9.8,1011.7,,Deux-Montagnes
2019-07-01,22.8,17.1,28.5,43.7,9.6,1012.9,,Deux-Montagnes
2019-08-01,19.8,14.1,25.4,64.5,8.7,1013.6,,Deux-Montagnes
2019-09-01,15.2,9.8,20.5,109.4,,,,Deux-Montagnes
2019-10-01,9.5,4.9,14.0,,,,,Deux-Montagnes
2019-11-01,-1.3,-5.0,2.4,68.3,,,,Deux-Montagnes
2019-12-01,-4.6,-8.3,-0.9,77.6,,,,Deux-Montagnes
2020-01-01,-6.0,-9.9,-2.0,,9.9,1018.7,,Deux-Montagnes
2020-02-01,-6.9,-12.2,-1.5,74.7,12.0,1015.3,,Deux-Montagnes
2020-03-01,0.2,-3.9,4.4,135.7,,,,Deux-Montagnes
2020-04-01,4.8,-0.2,9.7,,14.3,1011.0,,Deux-Montagnes
2020-05-01,13.2,7.4,19.1,31.1,12.8,1015.2,,Deux-Montagnes
2020-06-01,,13.0,24.7,,,,,Deux-Montagnes
2020-07-01,23.5,17.9,29.0,87.6,9.4,1011.8,,Deux-Montagnes
2020-08-01,19.9,14.8,24.9,165.4,9.0,1013.0,,Deux-Montagnes
2020-09-01,14.5,9.2,19.9,60.6,9.2,1017.6,,Deux-Montagnes
2020-10-01,8.5,3.8,13.1,119.8,10.1,1018.0,,Deux-Montagnes
2020-11-01,5.4,-0.3,7.6,76.9,6.5,1017.4,,Deux-Montagnes
2020-12-01,-2.3,-5.9,1.4,74.3,12.1,1014.9,,Deux-Montagnes
2021-01-01,-7.1,-10.5,-3.7,50.9,10.6,1016.7,,Deux-Montagnes
2021-02-01,-7.9,-12.4,-3.4,57.9,10.7,1019.2,,Deux-Montagnes
2021-03-01,-0.6,-6.4,5.2,52.5,,,,Deux-Montagnes
2021-04-01,8.5,3.0,13.9,72.5,12.6,1012.0,,Deux-Montagnes
2021-05-01,14.0,7.9,20.1,3.6,11.7,1017.0,,Deux-Montagnes
2021-06-01,21.0,15.6,26.3,101.4,11.4,1012.5,,Deux-Montagnes
2021-07-01,19.8,15.2,24.4,56.1,9.1,1014.2,,Deux-Montagnes
2021-08-01,22.9,17.9,27.9,27.1,8.8,1015.6,,Deux-Montagnes
2021-09-01,16.7,11.6,21.7,76.1,8.8,1014.2,,Deux-Montagnes
2021-10-01,11.7,7.5,15.8,101.5,9.0,1015.1,,Deux-Montagnes
2021-11-01,1.9,-1.8,5.6,65.5,10.3,1016.4,,Deux-Montagnes
2021-12-01,-3.4,-7.6,0.8,71.2,12.7,1015.3,,Deux-Montagnes
2022-01-01,-14.2,-20.4,-8.0,31.1,10.0,1019.3,,Deux-Montagnes
2022-02-01,-8.0,-13.8,-2.2,78.4,12.6,1020.7,,Deux-Montagnes
2022-03-01,-1.5,-5.9,2.8,90.9,,,,Deux-Montagnes
2022-04-01,6.1,1.5,10.8,122.0,13.7,1014.8,,Deux-Montagnes
2022-05-01,15.5,9.3,21.6,81.7,10.0,1016.3,,Deux-Montagnes
2022-06-01,18.5,13.5,23.4,161.6,10.9,1012.3,,Deux-Montagnes
2022-07-01,21.5,16.5,26.5,73.8,11.1,1011.4,,Deux-Montagnes
2022-08-01,20.8,15.4,26.1,84.7,7.9,1014.6,,Deux-Montagnes
2022-09-01,15.3,10.6,20.0,104.0,8.7,1015.4,,Deux-Montagnes
2022-10-01,9.7,3.3,16.0,37.8,8.1,1017.4,,Deux-Montagnes
2022-11-01,4.1,-0.2,8.4,102.6,11.1,1017.5,,Deux-Montagnes
2022-12-01,-1.7,-5.0,1.5,101.3,13.3,1018.6,,Deux-Montagnes
2023-01-01,-5.1,-8.5,-1.8,82.7,10.1,1016.1,,Deux-Montagnes
2023-02-01,-7.5,-13.0,-1.9,53.7,11.7,1016.2,,Deux-Montagnes
2023-03-01,-1.3,-5.0,2.5,53.7,,,,Deux-Montagnes
2023-04-01,7.5,2.4,12.7,107.2,12.7,1015.5,,Deux-Montagnes
2023-05-01,13.5,6.9,20.2,41.1,12.6,1015.7,,Deux-Montagnes
2023-06-01,18.8,13.4,24.2,64.8,8.7,1011.2,,Deux-Montagnes
2023-07-01,22.1,17.6,26.5,198.2,8.3,1011.4,,Deux-Montagnes
2023-08-01,19.1,14.1,24.1,114.6,8.9,1011.9,,Deux-Montagnes
2023-09-01,17.5,12.4,22.7,26.3,7.8,1018.4,,Deux-Montagnes
2023-10-01,12.1,8.0,16.2,138.1,9.5,1012.4,,Deux-Montagnes
2023-11-01,1.9,-2.0,5.7,50.7,11.9,1017.6,,Deux-Montagnes
2023-12-01,-1.2,-3.9,1.5,116.4,10.2,1018.9,,Deux-Montagnes
2018-01-01,-11.2,-15.8,-7.1,,10.5,1020.6,,La Rivière-du-Nord
2018-02-01,,,,,,,,La Rivière-du-Nord
2018-03-01,,,,,,,,La Rivière-du-Nord
2018-04-01,,,,,,,,La Rivière-du-Nord
2018-05-01,,,,,,,,La Rivière-du-Nord
2018-06-01,,,,,,,,La Rivière-du-Nord
2018-07-01,,,28.0,,,,,La Rivière-du-Nord
2018-08-01,,,,,,,,La Rivière-du-Nord
2018-09-01,,,,,,,,La Rivière-du-Nord
2018-10-01,,,,,,,,La Rivière-du-Nord
2018-11-01,-2.5,-5.7,0.7,,,1017.0,,La Rivière-du-Nord
2018-12-01,-7.4,-11.3,-3.0,,8.4,1018.9,,La Rivière-du-Nord
2019-01-01,-12.6,-17.0,-7.4,,,,,La Rivière-du-Nord
2019-02-01,-10.5,-16.0,-4.5,,,,,La Rivière-du-Nord
2019-03-01,-4.6,-10.2,0.3,,,,,La Rivière-du-Nord
2019-04-01,3.7,-1.5,7.6,,,,,La Rivière-du-Nord
2019-05-01,10.8,5.3,16.2,,,,,La Rivière-du-Nord
2019-06-01,,9.9,22.5,,,,,La Rivière-du-Nord
2019-07-01,21.0,15.2,27.8,,,1013.0,,La Rivière-du-Nord
2019-08-01,,12.7,24.7,,,,,La Rivière-du-Nord
2019-09-01,,8.5,19.4,,,,,La Rivière-du-Nord
2019-10-01,8.3,3.2,12.6,,,,,La Rivière-du-Nord
2019-11-01,-2.8,-6.6,0.8,,,,,La Rivière-du-Nord
2019-12-01,,,,,,,,La Rivière-du-Nord
2020-01-01,-7.5,-11.3,-2.7,,8.8,1018.9,,La Rivière-du-Nord
2020-02-01,-8.4,-14.3,-2.5,,10.4,1015.3,,La Rivière-du-Nord
2020-03-01,-1.3,-5.8,3.8,,,,,La Rivière-du-Nord
2020-04-01,4.1,-1.6,8.4,,11.8,1011.1,,La Rivière-du-Nord
2020-05-01,12.4,5.4,18.1,,10.6,1015.2,,La Rivière-du-Nord
2020-06-01,18.0,11.5,24.6,,8.7,,,La Rivière-du-Nord
2020-07-01,22.3,16.5,28.4,,7.2,1011.9,,La Rivière-du-Nord
2020-08-01,18.8,13.7,24.2,,7.5,1013.1,,La Rivière-du-Nord
2020-09-01,13.4,7.5,18.7,,7.6,1017.7,,La Rivière-du-Nord
2020-10-01,6.9,2.3,11.1,,8.1,,,La Rivière-du-Nord
2020-11-01,2.8,-1.5,6.7,,10.1,1017.6,,La Rivière-du-Nord
2020-12-01,-3.7,-7.5,-0.8,,9.9,,,La Rivière-du-Nord
2021-01-01,-8.1,-11.9,-3.2,,8.5,1016.7,,La Rivière-du-Nord
2021-02-01,-9.2,-14.0,-3.1,63.4,9.6,1019.2,,La Rivière-du-Nord
2021-03-01,-1.7,-6.8,4.4,,,,,La Rivière-du-Nord
2021-04-01,8.1,1.8,13.1,83.5,11.2,1012.1,,La Rivière-du-Nord
2021-05-01,13.0,6.9,19.5,18.2,9.8,1017.0,,La Rivière-du-Nord
2021-06-01,20.2,13.8,25.9,132.0,9.3,1012.5,,La Rivière-du-Nord
2021-07-01,18.8,14.2,24.2,145.0,7.3,1014.3,,La Rivière-du-Nord
2021-08-01,21.5,16.6,27.0,58.3,9.4,1015.7,,La Rivière-du-Nord
2021-09-01,15.8,10.9,20.8,65.2,10.5,1014.0,,La Rivière-du-Nord
2021-10-01,10.9,7.2,14.9,106.4,10.6,1015.1,,La Rivière-du-Nord
2021-11-01,0.9,-2.7,4.6,63.2,10.6,1016.2,,La Rivière-du-Nord
2021-12-01,-5.2,-9.2,-1.3,99.6,11.5,1015.3,,La Rivière-du-Nord
2022-01-01,-14.6,-19.9,-8.9,45.6,9.9,1018.9,,La Rivière-du-Nord
2022-02-01,-8.9,-15.0,-3.4,92.5,11.6,1020.6,,La Rivière-du-Nord
2022-03-01,-2.7,-7.2,1.7,,,,,La Rivière-du-Nord
2022-04-01,4.2,0.1,9.2,156.3,13.4,1014.8,,La Rivière-du-Nord
2022-05-01,14.2,8.1,21.0,90.3,10.2,1016.5,,La Rivière-du-Nord
2022-06-01,16.9,11.7,22.2,178.3,10.7,1012.2,,La Rivière-du-Nord
2022-07-01,20.0,14.3,25.5,71.4,11.5,1011.3,,La Rivière-du-Nord
2022-08-01,19.7,14.6,24.9,159.8,9.1,1014.7,,La Rivière-du-Nord
2022-09-01,14.7,9.3,18.9,112.3,9.9,1015.1,,La Rivière-du-Nord
2022-10-01,9.1,2.3,14.6,77.2,9.8,1017.1,,La Rivière-du-Nord
2022-11-01,2.5,-1.8,6.4,73.1,11.4,1017.2,,La Rivière-du-Nord
2022-12-01,-3.1,-6.6,0.2,124.2,13.0,1018.6,,La Rivière-du-Nord
2023-01-01,-6.0,-10.2,-2.4,103.1,11.8,1016.3,,La Rivière-du-Nord
2023-02-01,-8.0,-13.2,-3.1,80.7,13.8,1016.0,,La Rivière-du-Nord
2023-03-01,,,,,,,,La Rivière-du-Nord
2023-04-01,5.4,0.4,11.3,125.2,14.1,1015.6,,La Rivière-du-Nord
2023-05-01,12.4,6.5,18.2,105.8,14.1,1015.7,,La Rivière-du-Nord
2023-06-01,17.9,13.2,22.9,122.2,10.5,1011.3,,La Rivière-du-Nord
2023-07-01,20.7,16.7,25.4,164.7,9.8,1011.3,,La Rivière-du-Nord
2023-08-01,18.2,14.3,22.9,146.6,11.6,1011.7,,La Rivière-du-Nord
2023-09-01,17.2,12.8,22.4,37.0,10.8,1018.2,,La Rivière-du-Nord
2023-10-01,11.2,8.0,14.9,162.9,12.5,1012.2,,La Rivière-du-Nord
2023-11-01,-0.5,-4.0,3.5,54.9,13.3,1017.5,,La Rivière-du-Nord
2023-12-01,-3.0,-6.3,0.5,107.6,11.4,1019.2,,La Rivière-du-Nord
2018-01-01,-12.2,-18.5,-5.9,110.0,3.8,1020.9,,Les Laurentides
2018-02-01,2.2,-0.9,5.2,,,,,Les Laurentides
2018-03-01,4.7,-8.8,8.8,,,,,Les Laurentides
2018-04-01,0.5,-5.4,6.5,87.0,,,,Les Laurentides
2018-05-01,12.4,3.0,21.7,22.4,,,,Les Laurentides
2018-06-01,15.6,8.0,23.1,67.0,,,,Les Laurentides
2018-07-01,20.3,12.6,27.9,178.1,,,,Les Laurentides
2018-08-01,19.2,12.5,25.9,2.1,,,,Les Laurentides
2018-09-01,13.4,9.3,17.5,191.8,,,,Les Laurentides
2018-10-01,4.7,0.1,9.3,97.0,,,,Les Laurentides
2018-11-01,6.4,3.5,9.3,167.7,,,,Les Laurentides
2018-12-01,-8.2,-13.6,-2.9,88.3,,,,Les Laurentides
2019-01-01,-14.2,-20.5,-8.0,99.0,,,,Les Laurentides
2019-02-01,-11.9,-19.6,-4.3,93.0,,,,Les Laurentides
2019-03-01,5.2,-0.3,10.7,15.8,,,,Les Laurentides
2019-04-01,2.2,-3.5,7.9,155.0,,,,Les Laurentides
2019-05-01,9.2,2.3,16.2,116.0,,,,Les Laurentides
2019-06-01,14.5,6.6,22.3,120.0,2.6,1012.0,,Les Laurentides
2019-07-01,19.4,11.2,27.6,75.6,,1013.0,,Les Laurentides
